id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
26815620,Newly open5 mins to Sta Near Ikebukuro Free Wifi#1,156761524,Megumi,,Toshima Ku,35.72951,139.72813,Entire home/apt,8045,1,44,2020-03-29,2.05,6,161
26815875,Newly open5 mins to Sta Near:Ikebukuro Free Wifi#2,156761524,Megumi,,Toshima Ku,35.73052,139.72654,Entire home/apt,8045,1,34,2020-03-22,1.58,6,169
26817023,★11 minutes to Shibuya -Ideal for solo Travelers★,190013942,Modern Living,,Setagaya Ku,35.61756,139.61785,Entire home/apt,3754,28,0,,,4,0
26817206,Ichinoe 13min|★Direct Airport&Disneyland★|Max8|3F,201670728,Mitsu,,Edogawa Ku,35.69317,139.88156,Entire home/apt,20001,1,28,2020-02-14,1.34,5,126
26817241,Akihabara Asakusa Bridge Station Apartment,43978925,Elin,,Taito Ku,35.70155,139.78352,Entire home/apt,8045,2,39,2020-02-05,1.83,2,252
26822251,Promotion Now♪ShinjukuArea#10min walk to stn#303,201713469,一樹,,Shibuya Ku,35.6858,139.67759,Entire home/apt,49984,1,36,2020-01-27,1.70,3,61
26825588,Meguro/CPMM Musashikoyama/Big house,201736124,Kumi,,Meguro Ku,35.62101,139.6979,Entire home/apt,34012,2,15,2019-12-15,0.70,1,184
26826846,Ichinoe 13min|★Direct Airport&Disneyland★|Max10|2F,201670728,Mitsu,,Edogawa Ku,35.69403,139.88375,Entire home/apt,9947,1,33,2020-02-24,1.55,5,133
26828782,东京单一家庭住宅,138828540,晨花,,Katsushika Ku,35.73533,139.85784,Entire home/apt,9733,1,63,2020-03-10,2.92,1,349
26845882,"9mins from Haneda, Shinagawa and Yokohama/ Kamata",184428313,Daisuke,,Ota Ku,35.5608,139.73175,Entire home/apt,5027,1,23,2020-04-15,3.29,2,168
26846008,H98_NewOpen!4mins walk to Zoshigaya sta.!,199463250,Atsushi,,Toshima Ku,35.72149,139.71561,Entire home/apt,9626,1,56,2019-11-23,2.59,3,180
26846012,BNL:101 ｼｪｱﾊｳｽの1室｡西荻窪駅より徒歩10分｡Suginami-ku 一軒家,199825323,Miduki,,Suginami Ku,35.69732,139.604,Private room,3957,3,12,2019-08-18,0.57,5,58
26850139,【Walking distance to Tsukiji and Ginza】 Air conditioning · Free Wi-Fi available! 【Deluxe Single Room】,201942933,変なﾎﾃﾙ東京 銀座,,Chuo Ku,35.66983,139.77481,Private room,20001,1,7,2020-01-24,0.36,4,143
26850141,【Walking distance to Tsukiji and Ginza】 Air conditioning · Free Wi-Fi available! 【Twin room】,201942933,変なﾎﾃﾙ東京 銀座,,Chuo Ku,35.67056,139.77426,Private room,20001,1,4,2019-10-23,0.21,4,143
26850144,【Walking distance to Tsukiji and Ginza】 Air conditioning · Free Wi-Fi available! 【Deluxe Twin Room】,201942933,変なﾎﾃﾙ東京 銀座,,Chuo Ku,35.66981,139.77318,Private room,20001,1,2,2020-01-10,0.10,4,143
26850146,【Walking distance to Tsukiji and Ginza】 Air conditioning · Free Wi-Fi available! 【Double room】,201942933,変なﾎﾃﾙ東京 銀座,,Chuo Ku,35.66928,139.77326,Private room,20001,1,16,2019-10-26,0.81,4,143
26851085,"Opening Campaign! Cozy Mixed Dorm, Free Wi-Fi",181207864,The Wardrobe Hostel Roppongi,,Minato Ku,35.66415,139.73373,Shared room,3850,1,68,2020-03-21,3.33,5,280
26851175,Newly constructed 1R Mansion!Near Ueno Asakusa !,193327805,正明,,Taito Ku,35.72853,139.79857,Entire home/apt,5027,1,58,2020-04-08,2.71,15,89
26851682,Newly constructed 1R Mansion!Near Ueno Asakusa !,193327805,正明,,Taito Ku,35.7271,139.79736,Entire home/apt,5027,1,52,2020-03-02,2.44,15,92
26852051,Newly constructed 1R Mansion!Near Ueno Asakusa !,193327805,正明,,Taito Ku,35.72869,139.79762,Entire home/apt,5027,1,60,2020-04-09,2.79,15,92
26852201,Newly constructed 1R Mansion!Near Ueno Asakusa !,193327805,正明,,Taito Ku,35.72714,139.79702,Entire home/apt,5027,1,64,2020-04-04,2.98,15,56
26852402,Newly constructed 1R Mansion!Near Ueno Asakusa !,193327805,正明,,Taito Ku,35.72709,139.79677,Entire home/apt,5027,1,63,2020-04-11,2.92,15,88
26853152,Newly constructed 1R Mansion!Near Ueno Asakusa !,193327805,正明,,Taito Ku,35.72703,139.79829,Entire home/apt,5027,1,59,2020-03-29,2.76,15,91
26853484,Newly constructed 1R Mansion!Near Ueno Asakusa !,193327805,正明,,Taito Ku,35.72698,139.7982,Entire home/apt,5027,1,55,2020-03-19,2.57,15,87
26860834,302★6Beds/3min Shinjuku★Free wifi/long discount,115432704,ｼﾞｬﾝ,,Shinjuku Ku,35.69219,139.72317,Entire home/apt,19843,2,46,2020-03-14,2.15,24,192
26877744,"【Near Ueno, Akihabara, Asakusa】Traveler's Home",202165575,孟雲,,Taito Ku,35.706,139.78728,Entire home/apt,19951,3,62,2020-02-09,2.87,1,21
26883987,TOKYO ICHIBAN ASAKUSA(Kaws X 東京一番 X Bape),160229213,Origin,,Taito Ku,35.70862,139.78637,Entire home/apt,24026,1,7,2019-08-11,0.33,1,345
26889040,獨棟透天 ”家“系列 東新宿戶建,202051749,Nini,,Shinjuku Ku,35.70129,139.70579,Entire home/apt,73796,1,24,2019-11-29,1.15,2,334
26890216,Shinjuku Subway 4-minute Family apartment,202051749,Nini,,Shinjuku Ku,35.69992,139.70382,Entire home/apt,41617,2,32,2020-02-26,1.50,2,344
26901675,"Awesome access. Cozy, Clean & Cute",34016288,Mitomi House,,Shinjuku Ku,35.68898,139.68666,Entire home/apt,15017,2,67,2020-03-14,3.13,5,341
26902487,Kimi's Home ★2分钟可达【扇大橋】Station,87470865,Hua,,Adachi Ku,35.76283,139.77247,Private room,12013,1,8,2019-11-03,0.54,1,0
26909321,"quiet,early check in, good location,long-term ok",23440910,Hana,,Kita Ku,35.74712,139.72282,Private room,7830,2,13,2020-01-03,0.62,2,365
26912150,701★5Beds 3min Shinjuku1min Metro ▶POCKET WIFI 42㎡,115432704,ｼﾞｬﾝ,,Shinjuku Ku,35.69195,139.72273,Entire home/apt,19843,2,48,2020-02-25,2.25,24,2
26912876,702★6Beds 3min Shinjuku1min Metro ▶POCKET WIFI 42㎡,115432704,ｼﾞｬﾝ,,Shinjuku Ku,35.69183,139.72399,Entire home/apt,19843,2,67,2020-01-22,3.14,24,70
26914635,301★5Beds/3min Shinjuku★Free wifi/long discount,115432704,ｼﾞｬﾝ,,Shinjuku Ku,35.69134,139.7246,Entire home/apt,12979,2,55,2019-11-12,2.70,24,216
26923743,Sunny and cozy 2 bedroom private house,23873142,Takashi & Yoichiro,,Katsushika Ku,35.73475,139.87203,Entire home/apt,11979,1,3,2019-11-03,0.33,1,171
26928070,BNI:203ｼｪｱﾊｳｽの1室｡和室4.5畳｡西荻窪駅徒歩10分｡新宿まで10分｡,199825323,Miduki,,Suginami Ku,35.69738,139.60437,Private room,3957,3,16,2019-12-22,0.80,5,32
26959340,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,,Bunkyo Ku,35.7301,139.76162,Entire home/apt,18020,1,59,2019-10-20,2.83,35,30
26959352,Skytree View Bath! / Near Asakusa&SkyTree / 5ppl,196519476,Playsis,,Sumida Ku,35.70985,139.80232,Private room,19951,1,14,2019-10-03,0.67,6,13
26959734,Cozy dorm space to chat #plum/Near Asakusa&Skytree,196519476,Playsis,,Sumida Ku,35.70985,139.80232,Shared room,8045,1,13,2019-03-25,0.62,6,12
26960040,Cozy dorm space to chat #carp/Near Asakusa&Skytree,196519476,Playsis,,Sumida Ku,35.70985,139.80232,Shared room,14051,1,10,2019-07-16,0.48,6,13
26961421,Cozy dorm space to chat #cherry/Asakusa&Skytree,196519476,Playsis,,Sumida Ku,35.70985,139.80232,Shared room,6972,1,18,2020-01-28,0.88,6,6
26964471,HOYO東京K Shinjuku#603/8min from Higashi-Nakano Sta.,198552582,Masa,,Shinjuku Ku,35.70567,139.69002,Entire home/apt,14480,2,39,2020-03-09,1.82,74,249
26970263,Double Pod☆Shimokitazawa capsule  Shibuya Shinjuku,176875741,Shimokita Hostel,,Setagaya Ku,35.65972,139.66628,Shared room,5348,2,5,2019-11-23,0.25,9,359
26971614,Guestohouse Sheena & Ippei(AOI-surperior room-),196519298,Shota,,Toshima Ku,35.72629,139.69373,Private room,17220,2,29,2020-03-15,1.55,4,147
26973954,Rooftop with Skytree View! Female Dorm,196519476,Playsis,,Sumida Ku,35.70985,139.80232,Shared room,2038,1,253,2020-04-06,12.28,6,0
26974289,Between Asakusa&Skytree! Mixed Dorm with SkyLounge,196519476,Playsis,,Sumida Ku,35.70985,139.80232,Shared room,2038,1,54,2020-03-04,2.72,6,0
26979300,120sqmBigHouse/LegalRental/Haneda12min/WIFI/4BD,169583536,Liang,,Ota Ku,35.56703,139.7151,Entire home/apt,31980,2,66,2020-02-09,3.08,2,179
26986043,Akigawa JR 2km Moon of God riverside 10ppl 2prkg,38919757,Max Masaking,,Akiruno Shi,35.72028,139.27868,Entire home/apt,11979,1,15,2020-04-29,1.39,7,248
27000535,Shimokitazawa/Free Wifi! New stylish interior TW77,200958979,Jin,,Setagaya Ku,35.66208,139.66609,Private room,11979,1,28,2020-02-24,2.80,2,164
27006482,MonthHOYO東京Shibuya#305/10min from Shibuya Sta,203203154,Yasu,,Shibuya Ku,35.65799,139.6935,Entire home/apt,4076,23,8,2020-01-15,0.42,28,0
27007172,★New Open★Yahiro Skytree House★Free Wifi･ Bicycle♬,203206531,Asako,,Sumida Ku,35.72554,139.83273,Entire home/apt,29948,1,30,2020-02-15,1.44,6,365
27020430,LICENSED Comfortable Residence in Shimokitazawa,150370604,Jacob & Natsuka,,Setagaya Ku,35.66432,139.66695,Entire home/apt,34119,2,53,2020-03-22,2.62,8,100
27020790,LY Inn RYOGOKU 3-1,44066901,Yuqian,,Sumida Ku,35.70054,139.80354,Entire home/apt,15017,2,7,2019-07-23,0.33,36,271
27021823,LY Inn RYOGOKU 3-1 new build apt free wifi,44066901,Yuqian,,Sumida Ku,35.7004,139.80337,Entire home/apt,12013,2,6,2019-07-15,0.28,36,271
27031591,TRUNK(HOTEL) DINING SUITE,202912509,Trunk(Stay),,Shibuya Ku,35.66311,139.70466,Private room,211733,1,1,2018-10-19,0.05,2,0
27032452,LY Inn RYOGOKU 4-1 free wifi near JR Metro,44066901,Yuqian,,Sumida Ku,35.70057,139.80439,Entire home/apt,15017,2,15,2020-01-25,0.70,36,271
27033004,LY Inn RYOGOKU 4-1 free wifi near JR Metro,44066901,Yuqian,,Sumida Ku,35.70072,139.80348,Entire home/apt,15017,2,17,2019-09-16,0.80,36,271
27033108,LY Inn RYOGOKU 4-1 free wifi near JR Metro,44066901,Yuqian,,Sumida Ku,35.70031,139.80485,Entire home/apt,15017,2,32,2020-01-20,1.50,36,271
27033263,LY Inn RYOGOKU 4-1 free wifi near JR Metro,44066901,Yuqian,,Sumida Ku,35.69966,139.80475,Entire home/apt,14974,2,7,2019-05-26,0.33,36,270
27033390,LY Inn RYOGOKU 3-1 new build apt free wifi,44066901,Yuqian,,Sumida Ku,35.69892,139.80499,Hotel room,12013,2,7,2019-01-12,0.33,36,271
27033516,LY Inn RYOGOKU 3-1 new build apt free wifi,44066901,Yuqian,,Sumida Ku,35.70088,139.80464,Entire home/apt,12013,2,5,2020-01-01,0.23,36,271
27033636,LY Inn RYOGOKU 3-1 new build apt free wifi,44066901,Yuqian,,Sumida Ku,35.70068,139.80293,Entire home/apt,12013,2,10,2019-10-05,0.47,36,271
27033827,LY Inn RYOGOKU 3-1 new build apt free wifi,44066901,Yuqian,,Sumida Ku,35.69966,139.80497,Entire home/apt,11979,1,5,2019-11-02,0.24,36,270
27034618,3min to JR stn#NearUenoEasyAccess#Max7(4F),203426617,靖幸,,Taito Ku,35.72225,139.78006,Entire home/apt,19951,1,67,2020-01-25,3.18,4,308
27035021,SHIBUYA! YOYOGI PARK WALKING DISTANCE! 1R FOR 4PP!,203430535,Yohei,,Shibuya Ku,35.66442,139.69511,Entire home/apt,15017,1,43,2020-04-04,2.07,2,178
27039167,日本政府批准合法民宿!中国房东.临近地铁.上野公园旁.独立空间!带电梯!zsdj02,203451779,Sophie,,Taito Ku,35.72275,139.77994,Entire home/apt,11048,2,18,2019-12-15,0.86,2,0
27043288,"65 square meters , metro station is very close .",93102291,Mary,,Shinjuku Ku,35.69844,139.70554,Entire home/apt,19843,1,62,2020-01-02,2.99,5,90
27062326,EXsaison Sugamo 201,202883274,Konatsu,,Toshima Ku,35.73131,139.73712,Hotel room,9975,1,28,2019-11-11,1.50,28,0
27064264,AsakusaSta. 2min/105㎡/Wifi free rental/Bag storage,196353318,Ekichikano,,Taito Ku,35.70762,139.79489,Entire home/apt,49984,1,64,2020-01-01,3.68,1,157
27064345,Ensuite Tatami Single Room!Free WIFI !,203426327,Hotel,,Taito Ku,35.71082,139.78497,Private room,4934,1,22,2019-10-18,1.17,6,0
27064818,MonthHOYO東京Shibuya#103/10min from Shibuya Sta,203203154,Yasu,,Shibuya Ku,35.65807,139.69339,Entire home/apt,4076,30,7,2020-03-28,0.41,28,0
27065328,EXsaison Sugamo 202,202883274,Konatsu,,Toshima Ku,35.73167,139.73714,Hotel room,9975,1,32,2020-03-28,1.61,28,0
27065493,HOYO東京Shibuya#203/10min from Shibuya Station,203203154,Yasu,,Shibuya Ku,35.65842,139.69325,Entire home/apt,9439,2,32,2020-03-23,1.61,28,251
27065552,MonthHOYO東京Shibuya#302+wifi/10min from Shibuya Sta,203203154,Yasu,,Shibuya Ku,35.65928,139.69467,Entire home/apt,4076,23,8,2019-12-11,0.45,28,0
27065612,HOYO東京Shibuya#303/10min from Shibuya Station,203203154,Yasu,,Shibuya Ku,35.65825,139.69351,Entire home/apt,6436,2,41,2020-03-07,1.96,28,251
27065799,D30 Super BIG 128㎡/Shinjuku 6 min/Pocket WIFI,203632096,Yuri,,Suginami Ku,35.67275,139.65798,Entire home/apt,29948,1,49,2020-01-25,2.30,4,207
27066406,SafeCozyClean+1min to Metro SuperHostel 2MIX XXD1,173893446,Yoko,,Minato Ku,35.65632,139.74248,Shared room,6952,1,6,2020-02-06,0.79,19,180
27066557,SafeCozyClean+1min to Metro SuperHostel 3MIX XXT1,173893446,Yoko,,Minato Ku,35.65637,139.7426,Shared room,10482,1,4,2020-01-01,0.24,19,173
27067016,#N1:202  Higashi-Shinjuku & Nice-Very Accessible,50264232,Sota,,Shinjuku Ku,35.70127,139.70691,Entire home/apt,15017,1,22,2019-12-22,1.13,5,0
27067118,EXsaison Sugamo 203,202883274,Konatsu,,Toshima Ku,35.73154,139.738,Hotel room,9975,1,24,2020-01-19,1.23,28,0
27067299,EXsaison Sugamo 204,202883274,Konatsu,,Toshima Ku,35.73196,139.73757,Hotel room,9975,1,21,2020-02-18,1.15,28,0
27069508,Theatel Haneda/6min ride to Airport/Deluxe Loft,203667442,Theatel,,Ota Ku,35.54897,139.74813,Hotel room,17969,1,8,2020-04-10,0.51,5,365
27070262,licensed! 8min to sta! 30min to Disney! 2 toilets!,183877565,UI Home Company,,Koto Ku,35.67349,139.83193,Entire home/apt,11979,1,40,2020-02-11,1.90,31,178
27070525,EXsaison Sugamo 205,202883274,Konatsu,,Toshima Ku,35.73302,139.73767,Hotel room,9975,1,17,2019-12-13,0.92,28,0
27070699,EXsaison Sugamo 206,202883274,Konatsu,,Toshima Ku,35.73199,139.73899,Hotel room,9975,1,27,2019-11-11,1.44,28,0
27070908,EXsaison Sugamo 207,202883274,Konatsu,,Toshima Ku,35.73311,139.73743,Hotel room,9975,1,17,2020-02-21,0.91,28,0
27071148,EXsaison Sugamo 208,202883274,Konatsu,,Toshima Ku,35.73217,139.73871,Hotel room,9975,1,17,2019-09-27,0.90,28,0
27079688,BETTER THAN A HOTEL – 3 stops to Shibuya Station,203762545,Akishige,,Shinagawa Ku,35.62135,139.71962,Entire home/apt,18825,2,61,2020-01-03,2.92,2,230
27089410,10㎡ Convenient Private Bath 1min Ikebukuro C1 EXIT,185778164,Mirai,,Toshima Ku,35.7325,139.70633,Entire home/apt,8581,1,17,2020-02-06,0.81,41,108
27089412,10㎡ Simple Room w/Bath 1min JR Ikebukuro C1 EXIT,185778164,Mirai,,Toshima Ku,35.73164,139.70615,Entire home/apt,8581,1,23,2020-01-29,1.17,41,62
27089832,MonthHOYO東京Shibuya#306/10min from Shibuya Sta,203203154,Yasu,,Shibuya Ku,35.6593,139.69488,Entire home/apt,4076,23,5,2019-11-05,0.28,28,0
27089969,MonthHOYO東京Shibuya#401/10min from Shibuya Sta,203203154,Yasu,,Shibuya Ku,35.65765,139.69297,Entire home/apt,4076,24,5,2019-08-27,0.26,28,0
27093793,Ueno/5min Sta/3ldk/Free Wifi #A,201500222,Kenta,,Taito Ku,35.70767,139.77773,Entire home/apt,15982,1,66,2020-01-03,3.46,35,34
27094556,Ueno 5min/Akihabara/2LDK/Wifi#B,201500222,Kenta,,Taito Ku,35.70815,139.77876,Entire home/apt,14051,2,55,2019-12-26,2.80,35,33
27104409,東京3站 JR地鐵雙站錦系町站/兩國站 晴空館三房3LDK新建電梯大樓 近skytree淺草上野,200951335,Chiehyao,,Sumida Ku,35.69724,139.80755,Entire home/apt,16947,2,31,2020-01-30,1.51,8,83
27112565,Iriya 3min|Ueno 5min|RyokanStyle|WIFI|Max12|A,201670728,Mitsu,,Taito Ku,35.71762,139.78365,Entire home/apt,15017,1,53,2019-10-07,2.48,5,99
27113136,Opening Campaign! 8 Bed Private Room in Roppongi,181207864,The Wardrobe Hostel Roppongi,,Minato Ku,35.6661,139.73495,Private room,28023,1,2,2019-04-09,0.12,5,280
27113421,For Group or Family 8 Bed Private Room in Roppongi,181207864,The Wardrobe Hostel Roppongi,,Minato Ku,35.66424,139.73368,Private room,48024,1,1,2019-08-03,0.11,5,280
27115584,Shibuya Sta. 5mins on foot☆Great Access! #1,157701129,英子,,Shibuya Ku,35.65988,139.69597,Entire home/apt,15553,1,46,2020-02-17,2.19,2,2
27115661,"new,cozy,quiet,clean,free wifi,long-term ok",23440910,Hana,,Kita Ku,35.76532,139.74434,Entire home/apt,9840,2,3,2019-05-05,0.16,2,336
27120384,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,,Bunkyo Ku,35.73001,139.76047,Entire home/apt,11979,1,47,2019-11-30,2.25,35,33
27120467,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,,Bunkyo Ku,35.73146,139.76042,Entire home/apt,11979,1,53,2020-01-02,2.51,35,33
27138085,EXsaison Sugamo 301,202883274,Konatsu,,Toshima Ku,35.73306,139.73798,Hotel room,9975,1,26,2020-01-23,1.28,28,0
27138347,Nui. HOSTEL & BAR LOUNGE Female dorm,194071713,Nui.,,Taito Ku,35.70412,139.79395,Shared room,3218,1,2,2019-12-07,0.39,6,171
27138431,Opening Price! 4 bed Private Dorm in Roppongi,181207864,The Wardrobe Hostel Roppongi,,Minato Ku,35.66529,139.73569,Private room,16044,1,9,2019-06-21,0.45,5,276
27139357,Licensed) S11702 8min from Shibuya Crosssing!,93955213,Shinya (And Bella),,Shibuya Ku,35.65969,139.69565,Private room,14373,3,52,2020-03-31,2.53,4,317
27141033,"Ginza,Tsukiji,Kabuki-za are close! Wi-Fi free★fami",201185318,BedandBreakfast RENGA,,Chuo Ku,35.67026,139.77176,Private room,26386,1,1,2019-01-28,0.07,3,0
27141260,"Ginza,Tsukiji,Kabuki-za are close!Wi-Fifree★women",201185318,BedandBreakfast RENGA,,Chuo Ku,35.67026,139.77176,Shared room,3325,1,43,2020-03-15,2.30,3,0
27141321,"Ginza,Tsukiji,Kabuki-za are close!Wi-Fifree★forMen",201185318,BedandBreakfast RENGA,,Chuo Ku,35.67026,139.77176,Shared room,3325,1,19,2020-02-03,0.96,3,0
27144016,EXsaison Sugamo 302,202883274,Konatsu,,Toshima Ku,35.73333,139.73903,Hotel room,9975,1,23,2020-02-10,1.40,28,0
27144560,EXsaison Sugamo 303,202883274,Konatsu,,Toshima Ku,35.7327,139.73905,Hotel room,9975,1,14,2019-12-08,0.76,28,0
27144767,EXsaison Sugamo 304,202883274,Konatsu,,Toshima Ku,35.73126,139.73766,Hotel room,9975,1,8,2019-12-01,0.46,28,0
27145277,LOCATION  hip Shimokitazawa great neighborhood,1111228,Toru,,Setagaya Ku,35.66443,139.6646,Entire home/apt,14974,3,38,2020-01-02,1.82,3,55
27145388,EXsaison Sugamo 305,202883274,Konatsu,,Toshima Ku,35.73352,139.73926,Hotel room,9975,1,18,2019-12-15,1.17,28,0
27145549,EXsaison Sugamo 306,202883274,Konatsu,,Toshima Ku,35.73217,139.73704,Hotel room,9975,1,9,2019-11-23,0.66,28,64
27145747,EXsaison Sugamo 307,202883274,Konatsu,,Toshima Ku,35.73327,139.73919,Hotel room,9975,1,39,2019-12-25,1.92,28,0
27145927,EXsaison Sugamo 308,202883274,Konatsu,,Toshima Ku,35.73351,139.73794,Hotel room,9975,1,19,2020-01-27,1.03,28,0
27146135,EXsaison Sugamo 401,202883274,Konatsu,,Toshima Ku,35.73214,139.73858,Hotel room,9975,1,18,2020-02-13,0.93,28,0
27146317,Promotion Now♪ShinjukuArea#10min walk to stn#301,201713469,一樹,,Shibuya Ku,35.68482,139.67664,Entire home/apt,49984,1,49,2019-12-15,2.31,3,179
27147247,EXsaison Sugamo 403,202883274,Konatsu,,Toshima Ku,35.73274,139.73883,Hotel room,9975,1,33,2020-01-18,1.64,28,64
27148122,Promotion Now♪Shinjuku/Shibuya/Tokyo♬10min 201,201713469,一樹,,Shibuya Ku,35.68595,139.67778,Entire home/apt,49984,1,32,2020-01-30,1.52,3,85
27148413,LOCATION! Cool and quiet Shimokitazawa area,1111228,Toru,,Setagaya Ku,35.66592,139.66347,Entire home/apt,14974,3,20,2020-03-16,1.02,3,55
27151086,80m2 Nordic Japanese House in Shinjuku,203729083,Katsuyo,,Shinjuku Ku,35.69482,139.71786,Entire home/apt,15017,30,30,2020-02-03,1.44,2,184
27169411,501★4people 3min Shinjuku★Free wifi/long discount,115432704,ｼﾞｬﾝ,,Shinjuku Ku,35.69236,139.72315,Entire home/apt,16947,2,13,2019-10-26,0.65,24,251
27171403,TRUNK(HOTEL) TERRACE SUITE,202912509,Trunk(Stay),,Shibuya Ku,35.66374,139.70322,Private room,689474,1,0,,,2,0
27172345,Asakusa Area;subway 4 mins . Free wifi. 淺草区,21504159,Michi,,Taito Ku,35.70986,139.78838,Entire home/apt,9975,3,33,2020-01-04,1.57,17,14
27173997,EXsaison Sugamo 404,202883274,Konatsu,,Toshima Ku,35.73178,139.7385,Hotel room,9975,1,26,2019-12-25,1.44,28,0
27174420,Asakusa Area;subway  4 mins . Free wifi. 淺草区,21504159,Michi,,Taito Ku,35.70799,139.79165,Entire home/apt,7487,3,18,2020-02-21,1.41,17,172
27175103,EXsaison Sugamo 405,202883274,Konatsu,,Toshima Ku,35.73311,139.73714,Hotel room,9975,1,22,2019-12-17,1.24,28,0
27175373,EXsaison Sugamo 406,202883274,Konatsu,,Toshima Ku,35.73161,139.73715,Hotel room,9975,1,11,2019-08-02,0.67,28,64
27175526,EXsaison Sugamo 407,202883274,Konatsu,,Toshima Ku,35.73179,139.73723,Hotel room,9975,1,12,2019-07-28,0.71,28,0
27175819,EXsaison Sugamo 408,202883274,Konatsu,,Toshima Ku,35.73145,139.73718,Hotel room,9975,1,22,2019-12-22,1.13,28,0
27176016,Theatel Haneda/6min ride to Haneda Airport/Quad,203667442,Theatel,,Ota Ku,35.5468,139.74746,Private room,14974,1,3,2019-09-11,0.19,5,365
27176129,EXsaison Sugamo 501,202883274,Konatsu,,Toshima Ku,35.73283,139.7388,Hotel room,9975,1,22,2020-02-23,1.09,28,0
27176308,EXsaison Sugamo 502,202883274,Konatsu,,Toshima Ku,35.73306,139.73861,Hotel room,9975,1,39,2020-02-14,2.20,28,0
27176779,EXsaison Sugamo 503,202883274,Konatsu,,Toshima Ku,35.73156,139.73717,Hotel room,9975,1,26,2019-12-25,1.27,28,0
27177876,New bldg! Easy access in Tokyo! Max5+wifi! #2,194644352,Daigo,,Sumida Ku,35.70524,139.81384,Entire home/apt,14051,1,77,2020-04-03,3.73,4,270
27177877,New bldg! Easy access in Tokyo! Max5+wifi! #1,194644352,Daigo,,Sumida Ku,35.70708,139.81536,Entire home/apt,14051,1,71,2020-04-07,3.44,4,283
27183309,Guestohouse Sheena & Ippei (AI-satandard room-),196519298,Shota,,Toshima Ku,35.72716,139.69394,Private room,15081,2,46,2020-02-06,2.49,4,146
27183907,Guestohouse Sheena & Ippei (SAKURA-Economy room-),196519298,Shota,,Toshima Ku,35.72705,139.69275,Private room,12942,2,73,2020-03-14,3.67,4,143
27184407,"[5-min on foot to Kinshicho Sta.] Perfect for sightseeing Tokyo/ [Free breakfast,Wi-Fi ]Japanese modern twinbedroom(25㎡)",163224677,Sakura Sky Hotel,,Sumida Ku,35.6947,139.81446,Private room,10800,1,1,2019-03-28,0.07,4,90
27187231,Guestohouse Sheena & Ippei (YAMABUK-Mixed dorm-),196519298,Shota,,Toshima Ku,35.7282,139.69244,Shared room,4492,2,64,2020-04-02,3.19,4,148
